,n_grams_literal_integrity,n_grams_pos_integrity,sentence_length,vector_document_closest,file_name,Result
217,0.002502565,0.442913926,31.89172885,0.989246771,ex_src_p3_06158.txt,0
218,0.002514139,0.783672777,16.08286911,0.996087257,ex_src_p21_00072.txt,0
219,0.010303048,0.482877947,12.59556185,0.993653557,ex_src_p15_07743.txt,0
220,0.020048165,0.523345385,13.65091405,0.982949747,ex_07708.txt,0
221,0.020682605,0.505558339,23.33628723,0.979371326,ex_05137.txt,0
222,0.01062691,0.47422174,17.26917558,0.986134636,ex_src_p11_10086.txt,0
223,0.012830955,0.577529399,16.76459145,0.970042086,ex_src_p4_05555.txt,0
224,0.007108583,0.462353091,14.36138353,0.997041215,ex_src_p13_04846.txt,0
225,0.010198774,0.477196166,17.14133718,0.989635684,ex_src_p13_04891.txt,0
226,0.004304529,0.465698808,13.74418766,0.994711292,ex_src_p13_04649.txt,0
227,0.010517512,0.471279896,18.25630509,0.992719685,ex_src_p1_10989.txt,0
228,0.005217421,0.478634978,17.15316323,0.992476228,ex_src_p15_07964.txt,0
229,0.00219766,0.371165127,11.25000459,0.987764977,ex_src_p4_05596.txt,0
230,0.009854165,0.535571573,14.68311415,0.992376652,ex_src_p9_02205.txt,0
231,0.006104193,0.478633541,12.39704225,0.992276918,ex_07278.txt,0
232,0.01307767,0.513132614,14.98977167,0.980401053,ex_src_p15_07541.txt,0
233,0.027535036,0.532183642,13.12988465,0.995622088,ex_07244.txt,0
234,0.008227783,0.476478439,14.18428269,0.990618867,ex_src_p7_01075.txt,0
235,0.007224281,0.540249507,19.68900762,0.989108057,ex_src_p17_08745.txt,0
236,0.00772374,0.478161878,12.4047642,0.98523851,ex_src_p12_09285.txt,0
237,0.022662668,0.450691742,14.67355309,0.992401232,ex_06628.txt,0
238,0.009484145,0.488256175,20.89908575,0.992686342,ex_00259.txt,0
239,0.006079662,0.456974236,15.03858971,0.993411382,ex_src_p7_01061.txt,0
240,0.009691724,0.468233977,15.769802,0.995078788,ex_src_p5_07282.txt,0
241,0.017729177,0.515152845,16.59070598,0.98462047,ex_src_p17_08962.txt,0
242,0.00758287,0.476168239,33.49393988,0.990945773,ex_src_p2_06885.txt,0
243,0.00645685,0.536500432,15.14966387,0.992772734,ex_src_p19_04438.txt,0
244,0.002949845,0.801768483,13.60814152,0.995377689,ex_src_p1_10547.txt,0
245,0.009787508,0.497190321,17.37673395,0.990191519,ex_src_p19_04404.txt,0
246,0.018791833,0.494879267,22.23022845,0.985124785,ex_src_p12_09244.txt,0
247,0.005778347,0.426872527,12.21133671,0.996218378,ex_src_p21_00299.txt,0
248,0.003555283,0.492271364,17.17682565,0.989371777,ex_05486.txt,0
249,0.03439729,0.556299008,17.82831402,0.970801286,ex_src_p19_04406.txt,0
250,0.009619488,0.539141544,16.96091633,0.9829511,ex_src_p11_10279.txt,0
251,0.005672802,0.457920087,14.76248774,0.98886667,ex_06819.txt,0
252,0.010201723,0.477760763,12.72492873,0.991338104,ex_src_p23_03658.txt,0
253,0.01327728,0.486287919,15.49554675,0.993670252,ex_src_p4_05755.txt,0
254,0.007641984,0.50149295,14.32323507,0.972601611,ex_src_p11_10053.txt,0
255,0.017506648,0.523936514,17.93919611,0.991700216,ex_05874.txt,0
256,0.021734383,0.488699245,19.83822928,0.979532835,ex_src_p18_09753.txt,0
257,0.011826505,0.470109836,12.66367478,0.994092882,ex_src_p11_10084.txt,0
258,0.045273563,0.513743469,12.86595841,0.920583167,ex_src_p14_08001.txt,0
259,0.004011254,0.424288318,12.9991807,0.995428926,ex_src_p18_09974.txt,0
260,0.006437281,0.557259234,17.83512305,0.988236874,ex_src_p4_05557.txt,0
261,0.014024958,0.473166625,25.31919294,0.993448687,ex_src_p17_08579.txt,0
262,0.007197745,0.482731547,21.20386946,0.995086395,ex_src_p13_04878.txt,0
263,0.008105341,0.491926003,12.57262895,0.990596411,ex_src_p16_05360.txt,0
264,0.008943957,0.499710449,14.38415446,0.990402144,ex_src_p8_01547.txt,0
265,0.007748689,0.449567577,16.10951197,0.993809044,ex_07859.txt,0
266,0.006526635,0.449343086,12.81261425,0.991669256,ex_src_p13_04703.txt,0
267,0.006189502,0.473353785,9.78695174,0.984356573,ex_src_p20_03081.txt,0
268,0.005037837,0.63343175,9.914837908,0.949301655,ex_src_p10_00747.txt,0
269,0.081328608,0.497220397,9.874641673,0.98762992,ex_src_p5_07109.txt,0
270,0.002376468,0.380310939,19.84266486,0.993246599,ex_src_p13_04924.txt,0
271,0.027933874,0.520334246,17.8991097,0.980125353,ex_06548.txt,0
272,0.003033894,0.49010901,12.36775051,0.994537607,ex_00111.txt,0
273,0.019430615,0.448054299,8.864908418,0.992993322,ex_src_p23_03506.txt,0
274,0.003013413,0.804931681,11.17751078,0.999212081,ex_src_p17_08828.txt,0
275,0.016196382,0.473592326,16.76037537,0.982658858,ex_src_p12_09330.txt,0
276,0.03256137,0.476413085,15.77411893,0.992667403,ex_05280.txt,0
277,0.006577204,0.445748388,21.59476201,0.995421747,ex_src_p22_02914.txt,0
278,0.015300004,0.475614549,19.36667694,0.970408894,ex_07483.txt,0
279,0.003895985,0.466849198,25.97658876,0.9914727,ex_src_p17_08814.txt,0
280,0.004116004,0.504823615,16.70979755,0.988236874,ex_src_p5_07492.txt,0
281,0.006558963,0.471670449,17.5799614,0.983158568,ex_src_p8_01779.txt,0
282,0.016437463,0.487592694,12.40642905,0.995622088,ex_04808.txt,0
283,0.003478563,0.399782016,25.93321189,0.991635262,ex_src_p23_03738.txt,0
284,0.00386937,0.502965368,10.31672373,0.99432327,ex_src_p16_05002.txt,0
285,0.010097492,0.542620372,27.39230177,0.990867886,ex_src_p22_02726.txt,0
286,0.01046257,0.538575721,20.80816334,0.992803228,ex_07469.txt,0
287,0.003223429,0.498737781,14.15137091,0.989394206,ex_src_p5_07450.txt,0
288,0.009377411,0.499022726,16.5139064,0.990897487,ex_05256.txt,0
289,0.010542431,0.51393725,41.60848041,0.990696766,ex_src_p14_08376.txt,0
290,0.011525426,0.495720716,17.61059229,0.99410646,ex_src_p12_09319.txt,0
291,0.009441488,0.539689776,29.06347464,0.992105843,ex_src_p11_10442.txt,0
292,0.00964078,0.477468638,19.10290241,0.990822121,ex_05281.txt,0
293,0.007210562,0.4695682,13.57331277,0.991615432,ex_src_p22_02530.txt,0
294,0.003118848,0.461723529,14.11734926,0.981495937,ex_src_p5_07134.txt,0
295,0.003477615,0.408804839,12.37555229,0.995439894,ex_src_p21_00105.txt,0
296,0.004184931,0.404373204,15.45321217,0.993899908,ex_src_p18_09829.txt,0
297,0.01048801,0.494973596,20.88400484,0.994296858,ex_src_p13_04919.txt,0
298,0.0189148,0.50898858,23.36171091,0.989016216,ex_src_p8_01585.txt,0
299,0.007592041,0.5049521,12.38657436,0.994368153,ex_src_p3_06173.txt,0
300,0.003277789,0.526546581,15.6832772,0.99144847,ex_07858.txt,0
301,0.018482303,0.411188006,15.22249893,0.984745409,ex_07694.txt,0
302,0.039990822,0.590823485,15.96426512,0.993127464,ex_src_p16_05407.txt,0
303,0.005112786,0.504834935,24.87058553,0.987093388,ex_07737.txt,0
304,0.007121203,0.456344511,13.02833133,0.993721512,ex_src_p13_04845.txt,0
305,0.017723694,0.473395317,47.36916208,0.985700723,ex_src_p10_00801.txt,0
306,0.005691584,0.497108513,11.94487725,0.991765827,ex_src_p4_05542.txt,0
307,0.007255748,0.448372196,14.46924815,0.994280217,ex_src_p13_04662.txt,0
308,0.00882826,0.477441256,17.64994322,0.983098477,ex_src_p15_07797.txt,0
309,0.006892999,0.44115463,22.16563987,0.990098297,ex_src_p19_04177.txt,0
310,0.003146653,0.477319209,22.43037501,0.990487987,ex_src_p12_09047.txt,0
311,0.004510978,0.484700778,16.60237985,0.992913338,ex_src_p18_09587.txt,0
312,0.00693087,0.458014888,17.99516306,0.986448385,ex_src_p14_08216.txt,0
313,0.005792053,0.463358461,8.055011425,0.996877727,ex_src_p18_09550.txt,0
314,0.003023149,0.481115382,18.97176596,0.994034821,ex_src_p19_04361.txt,0
315,0.016573075,0.538792118,15.84914157,0.980310435,ex_05487.txt,0
316,0.006367506,0.487678513,14.11947161,0.993407842,ex_07290.txt,0
317,0.008219043,0.47251773,17.7807457,0.993436332,ex_src_p8_01630.txt,0
318,0.001559275,0.427689458,16.03123079,0.991903947,ex_src_p19_04448.txt,0
319,0.002574526,0.75413308,16.85109482,0.995350654,ex_src_p3_06262.txt,0
320,0.006796394,0.448945692,10.49744163,0.989628146,ex_src_p17_08912.txt,0
321,0.006955221,0.491376384,12.86810848,0.995448458,ex_src_p11_10237.txt,0
322,0.007449979,0.499390864,11.56300177,0.980760982,ex_00567.txt,0
323,0.029206434,0.496333459,18.72027004,0.98410113,ex_04729.txt,0
324,0.025269679,0.431556828,28.69545082,0.987096434,ex_src_p21_00228.txt,0
325,0.008118632,0.516314008,19.83916617,0.993648718,ex_src_p7_01011.txt,0
326,0.013066537,0.475744594,17.44847401,0.991337102,ex_src_p11_10009.txt,0
327,0.003804501,0.420143414,16.67626713,0.994059121,ex_src_p1_10735.txt,0
328,0.017237704,0.552972417,145.9387936,0.986589477,ex_src_p1_10721.txt,0
329,0.012357477,0.56202415,11.42457862,0.991577256,ex_src_p9_02261.txt,0
330,0.008878395,0.45371358,10.45820642,0.993477852,ex_src_p20_03150.txt,0
331,0.008500219,0.502280452,13.39103027,0.991700216,ex_00003.txt,0
332,0.015393921,0.495288179,12.87687805,0.992273954,ex_src_p15_07727.txt,0
333,0.0031974,0.488595024,12.93903902,0.995352719,ex_src_p17_08523.txt,0
334,0.004593624,0.465463391,24.86321954,0.991132327,ex_src_p18_09655.txt,0
335,0.024722646,0.519577331,13.92027054,0.974339578,ex_src_p13_04771.txt,0
336,0.009751349,0.447110798,14.81539906,0.992826219,ex_src_p18_09641.txt,0
