,inner_word_ngrams,inner_pos_ngrams,inner_average_sentence_length,inner_normalized_standard_deviation_of_sentence_length,inner_average_word_length,inner_normalized_standard_deviation_of_word_length,inner_average_syllables_per_word,inner_normalized_standard_deviation_of_syllables_per_word,inner_average_flesch_kincaid_reading_ease_score_per_sentence,inner_normalized_standard_deviation_of_flesch_kincaid_reading_ease_score_per_sentence,inner_average_gunning_fog_index_per_sentence,inner_normalized_standard_deviation_of_gunning_fog_index_per_sentence,external_Unnamed: 0,external_word_ngrams,external_pos_ngrams,external_average_sentence_length,external_normalized_standard_deviation_of_sentence_length,external_average_word_length,external_normalized_standard_deviation_of_word_length,external_average_syllables_per_word,external_normalized_standard_deviation_of_syllables_per_word,external_average_flesch_kincaid_reading_ease_score_per_sentence,external_normalized_standard_deviation_of_flesch_kincaid_reading_ease_score_per_sentence,external_average_gunning_fog_index_per_sentence,external_normalized_standard_deviation_of_gunning_fog_index_per_sentence,sentence_vector_similarity_max,sentence_vector_similarity_avg,external_file_name
10,0.061411447,0.094391569,18.4020979,0.872753847,4.337070112,0.572083773,1.271898157,0.507853693,75.83618881,0.395897313,9.426153846,0.785629188,0,2.89E-05,0.000109393,0.001271456,0.001359288,0.000162159,6.29E-06,8.46E-05,0.000143391,0.029854354,0.00019504,0.011268376,0.000199248,1,0.852054603,ex_src_p10_00524.txt
11,0.059676095,0.098329443,11.51490515,0.75473805,4.134149212,0.554163433,1.233466698,0.476921725,86.29848238,0.268538099,6.375420054,0.743681372,0,5.25E-06,5.87E-05,0.031683673,0.000112697,0.001932437,0.000198856,9.35E-05,0.000409067,0.03236752,0.000321948,0.029596339,0.001879844,1,0.861024316,ex_src_p10_00524.txt
12,0.059448111,0.109237261,19.99310345,0.78003456,4.144015178,0.524112063,1.224732666,0.452683394,75.13348276,0.35419717,9.610413793,0.699055167,0,1.58E-05,4.86E-06,0.008254963,0.001418012,0.000929646,4.45E-05,0.000326582,9.84E-05,0.019080267,3.36E-05,0.012053793,0.000311899,1,0.850460593,ex_src_p10_00524.txt
13,0.059616544,0.114371906,23.58823529,0.753152989,4.946245497,0.560324762,1.474646717,0.552529728,51.47366013,0.561890655,14.98143791,0.533583626,0,1.88E-06,6.17E-05,0.01541976,0.000109374,0.000391182,0.000145331,0.001773961,8.20E-05,0.055506536,0.000321372,0.007198277,0.001016076,1,0.840008717,ex_src_p10_00524.txt
14,0.059242639,0.111748211,32.35151515,0.520064531,4.545335332,0.542135622,1.344698389,0.501726534,56.186,0.402184711,15.85006061,0.457768211,0,2.87E-06,2.26E-05,0.271673254,0.000797374,0.000237292,3.80E-05,0.000420355,0.000230497,0.036580645,0.000241235,0.025560309,0.00082395,1,0.887140877,ex_src_p10_00524.txt
15,0.059543501,0.129473218,17.77848101,1.672565609,4.5250979,0.587730839,1.407262371,0.554445386,63.12322785,0.5807839,11.90468354,0.964523508,0,5.90E-06,0.000230015,0.012013947,0.001106003,0.000860702,3.74E-05,0.00010183,0.000257678,0.068330588,0.000308456,0.005477195,0.000725509,1,0.802644001,ex_src_p10_00524.txt
16,0.061757439,0.104434566,20.68312757,0.921663351,4.727616395,0.584078495,1.411062475,0.562711973,52.70934156,0.88527186,14.06333333,0.740364763,0,2.00E-06,8.72E-05,0.046933778,0.00023436,0.000587555,6.79E-05,0.001050788,0.000163146,0.052325103,0.040016481,0.006916667,3.20E-05,1,0.815672062,ex_src_p10_00524.txt
17,0.06122145,0.096321593,24.82887701,0.597214462,4.493861727,0.582808606,1.360111997,0.56541558,59.01716578,0.416516874,13.52240642,0.480018955,0,1.45E-06,1.15E-05,0.005347594,0.00021278,0.000324319,0.000129027,0.000184292,0.000117504,0.019458458,0.000215041,0.006724018,5.57E-05,1,0.87908381,ex_src_p10_00524.txt
18,0.059542774,0.100896144,20.36324786,0.66714024,4.220986359,0.514995134,1.211542497,0.433894414,81.69363248,0.242322006,9.19982906,0.639173672,0,5.18E-06,6.12E-05,0.013067358,0.000654754,0.00154274,0.000228436,0.000422211,0.001000946,0.032680098,0.002775601,0.004665423,0.000372384,1,0.864789559,ex_src_p10_00524.txt
19,0.060083794,0.102784814,23.99447514,0.689788316,4.183053189,0.526548684,1.226571494,0.437572666,76.10331492,0.248564093,10.38497238,0.55929125,0,2.18E-06,3.46E-05,0.010958655,0.000297535,0.000101842,0.000190671,0.000196318,0.000229959,0.032350631,0.001098076,0.021751222,0.000504336,1,0.882533876,ex_src_p10_00524.txt
20,0.060733981,0.106372418,32.53548387,0.622000017,4.666071783,0.557385361,1.371405909,0.542885346,55.93980645,0.441597148,15.08825806,0.542779783,0,3.97E-07,1.92E-05,0.087704535,0.00019554,0.000531669,5.23E-05,0.000106572,5.82E-05,0.034625729,0.000135955,0.021491935,0.000236154,1,0.876854338,ex_src_p10_00524.txt
21,0.060194234,0.096564844,10.8013245,0.837230893,4.240752095,0.519194946,1.23421214,0.458019978,86.69637969,0.280079485,6.23781457,0.828001398,0,7.47E-06,2.03E-05,0.019172272,0.000353404,3.76E-05,0.000184758,2.10E-05,6.68E-05,0.088664041,0.000301766,0.003122367,0.001854208,1,0.835103161,ex_src_p10_00524.txt
22,0.059431088,0.104597646,15.85090909,0.876377633,4.141546226,0.539349584,1.230786878,0.450787846,82.22407273,0.330012291,7.910472727,0.799288717,0,6.68E-06,3.40E-05,0.002126053,1.16E-05,0.000449247,0.000265498,0.000481922,8.91E-05,0.013493062,6.34E-05,0.025489229,0.001980245,1,0.842319518,ex_src_p10_00524.txt
23,0.059558635,0.103354087,15.22157434,0.793058498,4.61041946,0.539136449,1.344186937,0.525240885,71.23131195,0.362384888,8.904110787,0.698772939,0,3.08E-07,1.69E-05,0.01405784,8.71E-05,0.00048885,5.24E-05,9.11E-05,5.26E-05,0.063018404,1.82E-05,0.001534516,0.000594126,1,0.831941007,ex_src_p10_00524.txt
24,0.060737448,0.117763591,20.5019305,0.723506275,4.996045198,0.552760959,1.466666667,0.576601711,56.71833977,0.570510916,12.7142471,0.564443649,0,1.02E-06,0.000160471,0.001930502,0.00028315,0.010545891,0.000201261,3.22E-05,0.000296756,0.065317375,0.002020448,0.012497082,0.000310247,1,0.784366368,ex_src_p10_00524.txt
25,0.054333203,0.127022438,13.52417303,1.09165941,4.454562559,0.563877205,1.330950141,0.488293659,83.8978117,0.395808669,7.217150127,1.031630765,0,0.000322285,0.00047599,0.072969829,0.001683864,0.001074187,9.80E-05,0.000164384,0.000142526,0.017665077,0.000106396,0.000681505,0.000496098,1,0.864408984,ex_src_p10_00524.txt
26,0.061157575,0.105655295,18.43319838,0.677376243,4.588842521,0.545202199,1.350318471,0.519935909,70.501417,0.319672507,10.2197166,0.583869926,0,3.31E-06,1.01E-05,0.012007099,6.84E-05,0.00015687,4.18E-05,0.000171736,0.000198772,0.013881503,0.000235426,0.004319275,2.99E-06,1,0.866289907,ex_src_p10_00524.txt
27,0.061754479,0.103752401,13.82089552,0.954097611,4.682685385,0.577135309,1.388588913,0.562863964,73.29276119,0.438830172,8.993930348,0.808448083,0,9.65E-07,2.57E-06,0.071464998,0.001353675,0.000214571,4.18E-05,0.000123189,0.000315137,0.015041836,9.74E-05,0.005164916,0.000861748,1,0.802907263,ex_src_p10_00524.txt
28,0.061581432,0.089228377,17.49668874,0.995104392,4.422596518,0.581315107,1.338001514,0.528312684,69.69993377,0.425670872,9.963211921,0.798881398,0,1.07E-05,5.99E-05,0.001703541,0.00167061,0.000109253,0.000123309,6.27E-05,3.99E-05,0.029089619,0.000532236,0.002280746,0.001572926,1,0.828273455,ex_src_p10_00524.txt
29,0.058938289,0.102144599,17.49799197,0.496585363,4.140234106,0.511122046,1.205646087,0.419728149,81.92514056,0.191426537,8.629718876,0.470562153,0,3.94E-07,1.05E-05,0.000400315,0.002575457,0.000862873,0.000361752,0.000197733,0.00042711,0.048536414,0.000272933,0.027487474,6.79E-05,1,0.888184845,ex_src_p10_00524.txt
30,0.061965105,0.098117563,18.58688525,0.847723749,4.536426177,0.590459227,1.362497795,0.554865805,63.68357377,0.6247198,11.36872131,0.728841531,0,0.00011245,4.33E-05,0.007210695,0.000371844,0.000798865,0.00012008,0.000501846,0.000678097,0.016921597,0.002353549,0.004492974,0.000348537,1,0.821828731,ex_src_p10_00524.txt
31,0.060165827,0.114170915,14.41532258,1.072572558,4.695384615,0.544449564,1.39020979,0.530521731,68.77112903,0.630814315,9.034919355,0.913222641,0,1.90E-06,5.79E-05,0.040870773,0.006133614,0.000287576,2.43E-05,0.000264435,0.000171214,0.082344022,0.000982177,0.005100624,0.001071246,1,0.840075989,ex_src_p10_00524.txt
32,0.061305686,0.107301193,26.58378378,0.77304244,4.550833672,0.571247512,1.337942253,0.538651308,62.79086486,0.411324892,13.38172973,0.622236056,0,2.81E-06,1.46E-05,0.071038551,0.000357594,0.000934141,4.72E-05,3.41E-06,0.000109167,0.00368059,7.34E-05,0.014254482,0.000107068,1,0.858560619,ex_src_p10_00524.txt
33,0.061002207,0.106083857,17.75746269,0.938312716,4.387896617,0.52430272,1.279470477,0.475611475,74.3933209,0.359085735,9.155970149,0.838205719,0,3.33E-06,4.03E-06,0.009004379,0.000440431,0.00055537,0.000146166,0.000143554,4.00E-06,0.003515701,0.000101628,0.002958422,0.001421685,1,0.844974818,ex_src_p10_00524.txt
34,0.058923899,0.108206341,18.60144928,0.913117279,4.421114141,0.596446808,1.381184262,0.543683823,71.26503623,0.550032632,10.61913043,0.811774589,0,1.48E-05,6.63E-06,0.000487737,0.000387878,0.000621019,0.001232541,5.63E-05,0.000224328,0.029294125,0.00074176,0.027377502,0.000801411,1,0.894829694,ex_src_p10_00524.txt
35,0.060882056,0.098513385,20.58723404,0.897151483,4.309425382,0.529639822,1.263331955,0.466242878,75.53055319,0.368065014,9.723914894,0.816362594,0,3.02E-06,4.07E-05,0.025669183,0.002207158,0.000297367,6.61E-05,9.72E-06,0.000140718,0.052401018,0.000343678,0.002275549,0.002510363,1,0.867866447,ex_src_p10_00524.txt
36,0.061285132,0.105347824,16.62962963,0.888249212,4.320155902,0.54251114,1.270972532,0.483466172,76.5017284,0.340342358,9.162160494,0.786297571,0,1.68E-06,1.71E-05,0.006734007,0.000226965,0.000147744,0.000116923,4.97E-05,8.86E-05,0.116192094,0.000276906,0.003231922,6.28E-05,1,0.842717854,ex_src_p10_00524.txt
37,0.059504979,0.112778308,26.09045226,0.945334878,4.678158706,0.524350375,1.365177196,0.514719712,60.46773869,0.421704414,12.8539196,0.673792235,0,5.18E-06,2.25E-05,0.001780748,0.000920496,0.000660739,0.000164843,8.04E-05,3.47E-05,0.035336096,3.49E-05,0.005925763,0.000319426,1,0.892571616,ex_src_p10_00524.txt
38,0.058140263,0.097051885,20.53030303,0.81522027,4.267896679,0.533433731,1.273308733,0.492307661,75.19419192,0.326176301,10.39292929,0.715685146,0,4.37E-07,0.000122222,0.004676394,3.53E-06,0.001788321,9.66E-05,0.000865186,8.32E-05,0.022184877,0.000228447,0.014599224,0.000775108,1,0.855148644,ex_src_p10_00524.txt
39,0.060252769,0.108691338,32.28104575,0.598261805,4.601133833,0.527586538,1.337922656,0.495997876,57.85509804,0.395808218,15.04869281,0.519744214,0,1.79E-06,4.26E-06,0.297805528,9.22E-05,0.00044038,0.000170242,1.62E-05,0.000199207,0.08300012,0.000105945,0.046558664,0.000117921,0.953282056,0.889534268,ex_src_p10_00524.txt
